ambivert.wav.tar,silesia.tar,misc.tar,vmlinux-5.10.tar,uiq-32.bin,large.tar,artificl.tar,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-4.bin,deepfield.tar
0,0,0,0.87,0.74,0.71,0.77,0.81,0.77,0.76,0.78,0.79,0.8,0.81
