svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.76,0.79,0.8,0.74,0.71,0.69,0.68,0.67,0.68,0.69
