deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,enwik8.tar,uiq-32.bin,misc.tar,uiq2-16.bin,uiq2-4.bin,vmlinux-5.10.tar
0,0,0,0.76,0.63,0.58,0.46,0.4,0.48,0.5,0.34,0.44,0.29,0.45
