jpeg-small,png-medium,svg-large,jpeg-medium,svg-small,png-large,psd-medium,jpeg-large,svg-medium,psd-large,psd-small,png-small
0,0,0,0.58,0.58,0.57,0.58,0.58,0.63,0.67,0.67,0.68,0.69
