jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.75,0.69,0.56,0.44,0.57,0.39,0.51,0.39,0.4,0.36
