svg-small,psd-large,png-small,psd-small,jpeg-medium,svg-large,png-medium,psd-medium,png-large,jpeg-small,svg-medium,jpeg-large
0,0,0,0.44,0.63,0.65,0.66,0.67,0.67,0.67,0.7,0.69,0.68
