vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,misc.tar,artificl.tar,enwik8.tar,uiq2-4.bin,uiq2-16.bin,silesia.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.93,0.88,0.84,0.81,0.8,0.77,0.75,0.77,0.79,0.79,0.78
