png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.58,0.61,0.55,0.54,0.59,0.62,0.64,0.63,0.63,0.64
