enwik8.tar,uiq2-16.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,vmlinux-5.10.tar,misc.tar,uiq2-4.bin,deepfield.tar,uiq-32.bin,artificl.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.96,0.93,0.9,0.9,0.9,0.87,0.85,0.85,0.86,0.83,0.81
