large.tar,artificl.tar,vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,misc.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.71,0.68,0.72,0.75,0.78,0.79,0.81,0.83,0.82,0.81,0.81
