enwik8.tar,silesia.tar,artificl.tar,deepfield.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,uiq2-4.bin,misc.tar,large.tar,uiq-32.bin
0,0,0,0.93,0.72,0.66,0.6,0.56,0.51,0.43,0.43,0.53,0.65,0.53
