silesia.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,deepfield.tar,uiq2-4.bin,large.tar,vmlinux-5.10.tar,ambivert.wav.tar,misc.tar,artificl.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.8,0.85,0.87,0.85,0.84,0.84,0.84,0.82,0.77,0.74,0.72
