large.tar,uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,enwik8.tar,vmlinux-5.10.tar,uiq-32.bin,artificl.tar,deepfield.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.8,0.8,0.79,0.74,0.72,0.74,0.76,0.75,0.74,0.75,0.76
