psd-small,svg-large,psd-medium,svg-medium,jpeg-small,png-small,jpeg-medium,png-large,png-medium,psd-large,jpeg-large,svg-small
0,0,0,0.4,0.47,0.56,0.58,0.6,0.63,0.66,0.65,0.66,0.67
