jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.6,0.35,0.35,0.54,0.51,0.5,0.54,0.32,0.23,0.29
