uiq-32.bin,vmlinux-5.10.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-8.bin,large.tar,uiq2-16.bin,artificl.tar,silesia.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar
0,0,0,0.84,0.8,0.76,0.74,0.72,0.74,0.76,0.72,0.71,0.72,0.72
