png-medium,png-large,png-small,svg-large,svg-medium,psd-small,jpeg-small,jpeg-medium,psd-medium,svg-small,jpeg-large,psd-large
0,0,0,0.78,0.67,0.63,0.63,0.61,0.61,0.62,0.65,0.63,0.61
