svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.62,0.66,0.7,0.74,0.77,0.79,0.79,0.73,0.72,0.72
