ambivert.wav.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,silesia.tar,large.tar
0,0,0,0.84,0.85,0.86,0.78,0.72,0.77,0.75,0.74,0.74,0.75,0.77
