vmlinux-5.10.tar,uiq-32.bin,misc.tar,deepfield.tar,uiq2-16.bin,silesia.tar,uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq2-4.bin,enwik8.tar,fannie_mae_500k.tar,large.tar
0,0,0,0.83,0.8,0.78,0.79,0.81,0.82,0.82,0.82,0.81,0.82,0.81
