svg-medium,png-large,jpeg-medium,svg-small,psd-small,psd-medium,jpeg-small,psd-large,png-medium,png-small,svg-large,jpeg-large
0,0,0,0.64,0.8,0.78,0.77,0.75,0.75,0.74,0.74,0.74,0.75
