uiq2-8.bin,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-4.bin,large.tar,uiq-32.bin,deepfield.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.64,0.66,0.72,0.76,0.76,0.79,0.81,0.81,0.81,0.81,0.79
