psd-small,svg-medium,jpeg-large,psd-medium,svg-small,png-large,jpeg-small,jpeg-medium,psd-large,svg-large,png-medium,png-small
0,0,0,0.58,0.48,0.59,0.58,0.29,0.38,0.41,0.29,0.37,0.36
