uiq2-16.bin,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,artificl.tar,uiq2-8.bin,silesia.tar,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,large.tar
0,0,0,0.92,0.85,0.8,0.69,0.64,0.68,0.66,0.65,0.65,0.65,0.67
