svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.56,0.52,0.61,0.63,0.63,0.62,0.62,0.61,0.62,0.64
