misc.tar,ambivert.wav.tar,enwik8.tar,uiq-32.bin,large.tar,vmlinux-5.10.tar,silesia.tar,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq2-8.bin,uiq2-16.bin,deepfield.tar
0,0,0,0.69,0.59,0.43,0.63,0.46,0.54,0.47,0.33,0.43,0.3,0.4
