png-medium,psd-large,psd-small,jpeg-medium,jpeg-small,png-small,png-large,svg-medium,svg-large,jpeg-large,svg-small,psd-medium
0,0,0,0.86,0.82,0.8,0.78,0.77,0.78,0.75,0.74,0.73,0.73
