enwik8.tar,uiq2-4.bin,silesia.tar,artificl.tar,uiq-32.bin,deepfield.tar,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,large.tar,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar
0,0,0,0.9,0.91,0.88,0.86,0.85,0.85,0.85,0.85,0.85,0.85,0.85
