jpeg-small,svg-small,jpeg-medium,svg-medium,psd-medium,svg-large,png-small,png-medium,psd-small,png-large,jpeg-large,psd-large
0,0,0,0.44,0.5,0.55,0.57,0.59,0.57,0.6,0.61,0.62,0.64
