jpeg-large,jpeg-medium,psd-large,svg-medium,svg-small,jpeg-small,psd-small,svg-large,png-small,png-large,psd-medium,png-medium
0,0,0,0.85,0.77,0.69,0.64,0.38,0.62,0.51,0.53,0.45,0.47
