jpeg-small,svg-medium,jpeg-medium,psd-small,jpeg-large,png-medium,svg-large,png-large,svg-small,psd-medium,png-small,psd-large
0,0,0,0.78,0.75,0.76,0.77,0.79,0.74,0.72,0.71,0.68,0.7
