svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.62,0.34,0.56,0.49,0.42,0.67,0.63,0.47,0.56,0.49
