jpeg-small,jpeg-medium,svg-medium,jpeg-large,svg-small,psd-large,psd-medium,png-small,svg-large,psd-small,png-large,png-medium
0,0,0,0.49,0.56,0.61,0.61,0.59,0.63,0.64,0.64,0.65,0.65
