png-medium,png-large,png-small,svg-large,svg-medium,psd-small,jpeg-small,jpeg-medium,psd-medium,svg-small,jpeg-large,psd-large
0,0,0,0.85,0.82,0.74,0.74,0.7,0.7,0.71,0.71,0.7,0.68
