png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.91,0.85,0.81,0.8,0.8,0.8,0.79,0.75,0.72,0.71
