jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.91,0.92,0.91,0.86,0.76,0.61,0.79,0.68,0.61,0.63
