psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.73,0.68,0.64,0.65,0.63,0.64,0.62,0.62,0.61,0.62
