png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.58,0.72,0.78,0.74,0.71,0.7,0.67,0.67,0.66,0.68
