svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.55,0.59,0.69,0.73,0.77,0.77,0.73,0.73,0.74,0.74
