jpeg-large,psd-small,svg-small,jpeg-medium,png-large,png-medium,svg-medium,psd-large,psd-medium,svg-large,jpeg-small,png-small
0,0,0,0.82,0.53,0.76,0.59,0.43,0.45,0.54,0.42,0.57,0.49
