fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,large.tar,uiq2-16.bin
0,0,0,0.78,0.46,0.73,0.59,0.35,0.4,0.43,0.46,0.4,0.56,0.45
