jpeg-small,png-small,svg-small,png-large,psd-large,jpeg-medium,jpeg-large,svg-large,png-medium,svg-medium,psd-medium,psd-small
0,0,0,0.56,0.49,0.48,0.57,0.62,0.68,0.64,0.65,0.64,0.65
