deepfield.tar,uiq2-4.bin,artificl.tar,uiq2-8.bin,ambivert.wav.tar,uiq2-16.bin,enwik8.tar,silesia.tar,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.84,0.55,0.53,0.61,0.61,0.6,0.41,0.52,0.41,0.45,0.42
