png-small,jpeg-large,jpeg-medium,png-medium,svg-medium,png-large,jpeg-small,svg-small,psd-small,svg-large,psd-large,psd-medium
0,0,0,0.42,0.63,0.66,0.65,0.66,0.67,0.66,0.64,0.64,0.65
