png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.76,0.6,0.65,0.62,0.59,0.6,0.6,0.62,0.6,0.59
