uiq2-8.bin,fannie_mae_500k.tar,uiq-32.bin,deepfield.tar,ambivert.wav.tar,uiq2-16.bin,large.tar,enwik8.tar,silesia.tar,misc.tar,artificl.tar,uiq2-4.bin,vmlinux-5.10.tar
0,0,0,0.88,0.88,0.88,0.86,0.85,0.85,0.85,0.84,0.83,0.84,0.83
