silesia.tar,uiq2-4.bin,uiq2-16.bin,vmlinux-5.10.tar,enwik8.tar,artificl.tar,deepfield.tar,large.tar,ambivert.wav.tar,misc.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-8.bin
0,0,0,0.89,0.92,0.92,0.91,0.86,0.83,0.83,0.83,0.8,0.77,0.7
