enwik8.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-16.bin,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar,artificl.tar
0,0,0,0.82,0.84,0.84,0.85,0.84,0.82,0.83,0.83,0.84,0.84,0.85
