png-small,svg-medium,svg-large,png-medium,psd-small,png-large,psd-medium,jpeg-medium,svg-small,jpeg-large,psd-large,jpeg-small
0,0,0,0.61,0.62,0.58,0.64,0.67,0.69,0.69,0.71,0.7,0.71
