psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.53,0.56,0.57,0.56,0.55,0.56,0.58,0.61,0.64,0.64
