svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.56,0.38,0.77,0.55,0.33,0.48,0.26,0.5,0.45,0.42
