enwik8.tar,large.tar,uiq2-4.bin,misc.tar,ambivert.wav.tar,deepfield.tar,vmlinux-5.10.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,uiq2-16.bin,artificl.tar
0,0,0,0.79,0.8,0.82,0.81,0.8,0.79,0.79,0.79,0.8,0.8,0.8
