png-medium,jpeg-large,png-small,svg-medium,jpeg-small,jpeg-medium,psd-large,psd-small,png-large,svg-small,psd-medium,svg-large
0,0,0,0.88,0.88,0.61,0.46,0.53,0.7,0.47,0.49,0.38,0.55
