png-small,jpeg-small,svg-small,jpeg-large,psd-small,psd-large,psd-medium,jpeg-medium,png-medium,svg-large,png-large,svg-medium
0,0,0,0.6,0.51,0.5,0.55,0.58,0.6,0.6,0.62,0.62,0.63
