png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.93,0.87,0.82,0.8,0.77,0.77,0.77,0.74,0.74,0.72
