large.tar,vmlinux-5.10.tar,uiq2-16.bin,deepfield.tar,uiq2-8.bin,fannie_mae_500k.tar,misc.tar,artificl.tar,uiq2-4.bin,enwik8.tar,uiq-32.bin,silesia.tar,ambivert.wav.tar
0,0,0,0.92,0.86,0.82,0.79,0.8,0.8,0.82,0.81,0.81,0.81,0.82
