jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.8,0.68,0.74,0.73,0.69,0.67,0.67,0.68,0.67,0.67
