psd-large,svg-small,svg-medium,jpeg-medium,png-large,jpeg-small,jpeg-large,psd-small,svg-large,psd-medium,png-medium,png-small
0,0,0,0.67,0.58,0.59,0.68,0.7,0.71,0.72,0.7,0.69,0.69
