jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.88,0.85,0.85,0.81,0.76,0.74,0.7,0.69,0.67,0.67
