svg-medium,psd-large,psd-small,jpeg-small,png-medium,svg-small,psd-medium,jpeg-large,png-small,jpeg-medium,svg-large,png-large
0,0,0,0.47,0.58,0.59,0.62,0.64,0.61,0.63,0.64,0.63,0.62
