png-medium,svg-medium,svg-small,psd-large,png-small,jpeg-large,jpeg-medium,psd-small,jpeg-small,svg-large,png-large,psd-medium
0,0,0,0.67,0.58,0.59,0.6,0.61,0.62,0.62,0.63,0.64,0.64
