large.tar,artificl.tar,vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,ambivert.wav.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,misc.tar,silesia.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.64,0.66,0.59,0.36,0.57,0.25,0.33,0.36,0.48,0.49,0.41
