psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.53,0.45,0.56,0.6,0.64,0.66,0.66,0.67,0.67,0.67
