svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.65,0.72,0.74,0.78,0.8,0.79,0.75,0.7,0.69,0.7
